id,desc
IPR005308,"Orn/Lys/Arg decarboxylase, N-terminal"
IPR005311,"Penicillin-binding protein, dimerisation domain"
IPR005318,"Outer membrane porin, bacterial"
IPR005358,Putative zinc- or iron-chelating domain containing protein
IPR005467,Histidine kinase domain
IPR005471,"Transcription regulator IclR, N-terminal"
IPR005474,"Transketolase, N-terminal"
IPR005475,"Transketolase-like, pyrimidine-binding domain"
IPR005478,"Transketolase, bacterial-like"
IPR005479,"Carbamoyl phosphate synthase, ATP-binding domain"
IPR005490,"L,D-transpeptidase catalytic domain"
IPR005494,"Glutathionylspermidine synthase, pre-ATP-grasp-like domain"
IPR005495,Permease LptG/LptF-related
IPR005496,Integral membrane protein TerC
IPR005546,Autotransporter beta-domain
IPR005580,"DEAD box helicase DbpA/CsdA, RNA-binding domain"
IPR005590,Protein of unknown function DUF333
IPR005614,NrfD-like
IPR005616,"CcmH/CycL/Ccl2/NrfF, N-terminal"
IPR005644,NolW-like
IPR005653,"Organic solvent tolerance-like, N-terminal"
IPR005667,Sulphate ABC transporter permease protein 2
IPR005669,Thiosulphate/Sulfate-binding protein
IPR005694,"Membrane fusion proteins, proteobacteria"
IPR005702,"Tyrosine-protein kinase Wzc-like, C-terminal domain"
IPR005720,"Dihydroorotate dehydrogenase, catalytic"
IPR005746,Thioredoxin
IPR005768,"Specific amino acids and opine-binding periplasmic protein, ABC transporter"
IPR005771,"UTP--glucose-1-phosphate uridylyltransferase, bacterial/archaeal-type"
IPR005793,"Formyl transferase, C-terminal"
IPR005801,ADC synthase
IPR005811,"ATP-citrate synthase/succinyl-CoA ligase, C-terminal domain"
IPR005814,Aminotransferase class-III
IPR005824,KOW
IPR005828,"Major facilitator, sugar transporter-like"
IPR005829,"Sugar transporter, conserved site"
IPR005835,Nucleotidyl transferase domain
IPR005839,Methylthiotransferase
IPR005841,Alpha-D-phosphohexomutase superfamily
IPR005843,"Alpha-D-phosphohexomutase, C-terminal"
IPR005844,"Alpha-D-phosphohexomutase, alpha/beta/alpha domain I"
IPR005845,"Alpha-D-phosphohexomutase, alpha/beta/alpha domain II"
IPR005846,"Alpha-D-phosphohexomutase, alpha/beta/alpha domain III"
IPR005856,Cysteine synthase
IPR005881,Serine O-acetyltransferase
IPR005888,"dTDP-glucose 4,6-dehydratase"
IPR005893,Spermidine/putrescine import ATP-binding protein PotA-like
IPR005905,D-alanine--D-alanine ligase
IPR005907,"Glucose-1-phosphate thymidylyltransferase, short form"
IPR005940,Anthranilate phosphoribosyl transferase
IPR005949,Formate acetyltransferase
IPR006001,"Carbohydrate kinase, thermoresistant glucokinase"
IPR006006,Glutamate synthase NADPH small chain-like
IPR006015,Universal stress protein A family
IPR006016,UspA
IPR006027,NusB/RsmB/TIM44
IPR006034,Asparaginase/glutaminase-like
IPR006036,Potassium uptake protein TrkA
IPR006037,"Regulator of K+ conductance, C-terminal"
IPR006042,Xanthine/uracil permease
IPR006043,Nucleobase cation symporter 2 family
IPR006047,"Glycosyl hydrolase family 13, catalytic domain"
IPR006048,"Alpha-amylase/branching enzyme, C-terminal all beta"
IPR006056,RidA family
IPR006058,"2Fe-2S ferredoxin, iron-sulphur binding site"
IPR006059,Bacterial-type extracellular solute-binding protein
IPR006061,"Solute-binding family 1, conserved site"
IPR006062,Histidine biosynthesis protein
IPR006066,Nitrite/sulphite reductase iron-sulphur/sirohaem-binding site
IPR006067,Nitrite/sulphite reductase 4Fe-4S domain
IPR006070,Threonylcarbamoyl-AMP synthase-like domain
IPR006073,GTP binding domain
IPR006076,FAD dependent oxidoreductase
IPR006083,Phosphoribulokinase/uridine kinase
IPR006089,"Acyl-CoA dehydrogenase, conserved site"
IPR006091,"Acyl-CoA oxidase/dehydrogenase, middle domain"
IPR006094,"FAD linked oxidase, N-terminal"
IPR006101,"Glycoside hydrolase, family 2"
IPR006102,"Glycoside hydrolase family 2, immunoglobulin-like beta-sandwich"
IPR006103,"Glycoside hydrolase family 2, catalytic domain"
IPR006104,"Glycosyl hydrolases family 2, sugar binding domain"
IPR006108,"3-hydroxyacyl-CoA dehydrogenase, C-terminal"
IPR006115,"6-phosphogluconate dehydrogenase, NADP-binding"
IPR006118,"Recombinase, conserved site"
IPR006119,"Resolvase, N-terminal catalytic domain"
IPR006120,"Resolvase, HTH domain"
IPR006121,"Heavy metal-associated domain, HMA"
IPR006124,Metalloenzyme
IPR006130,Aspartate/ornithine carbamoyltransferase
IPR006131,"Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain"
IPR006132,"Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding"
IPR006137,"NADH:ubiquinone oxidoreductase-like, 20kDa subunit"
IPR006138,"NADH-ubiquinone oxidoreductase, 20 Kd subunit"
IPR006139,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain"
IPR006140,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain"
IPR006143,"RND efflux pump, membrane fusion protein"
IPR006145,"Pseudouridine synthase, RsuA/RluA-like"
IPR006146,"5'-Nucleotidase, conserved site"
IPR006148,Glucosamine/galactosamine-6-phosphate isomerase
IPR006151,Quinate/shikimate 5-dehydrogenase/glutamyl-tRNA reductase
IPR006153,"Cation/H+ exchanger, transmembrane domain"
IPR006156,Dihydroneopterin aldolase
IPR006157,Dihydroneopterin aldolase/epimerase domain
IPR006158,Cobalamin (vitamin B12)-binding domain
IPR006162,Phosphopantetheine attachment site
IPR006171,TOPRIM domain
IPR006175,YjgF/YER057c/UK114 family
IPR006176,"3-hydroxyacyl-CoA dehydrogenase, NAD binding"
IPR006179,5'-Nucleotidase/apyrase
IPR006180,"3-hydroxyacyl-CoA dehydrogenase, conserved site"
IPR006186,Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
IPR006194,"Glycine-tRNA synthetase, heterodimeric"
IPR006195,"Aminoacyl-tRNA synthetase, class II"
IPR006197,"Peptidase S24, LexA-like"
IPR006203,"GHMP kinase, ATP-binding, conserved site"
IPR006204,GHMP kinase N-terminal domain
IPR006214,Bax inhibitor 1-related
IPR006218,DAHP synthetase I/KDSA
IPR006219,"DAHP synthase, class 1"
IPR006221,Anthranilate synthase/para-aminobenzoate synthase like domain
IPR006222,"GCVT, N-terminal domain"
IPR006224,"Pseudouridine synthase, RluA-like, conserved site"
IPR006225,"Pseudouridine synthase, RluC/RluD"
IPR006290,Heavy metal sensor kinase
IPR006291,"Transcriptional regulatory protein CusR-like, heavy metal response"
IPR006311,"Twin-arginine translocation pathway, signal sequence"
IPR006312,Sec-independent protein translocase protein TatA/E
IPR006314,Dyp-type peroxidase
IPR006315,Outer membrane autotransporter barrel domain
IPR006318,"Phosphotransferase system, enzyme I-like"
IPR006327,"Phosphotransferase system, fructose IIC component"
IPR006379,"HAD-superfamily hydrolase, subfamily IIB"
IPR006398,2-hydroxy-3-oxopropionate reductase
IPR006439,"HAD hydrolase, subfamily IA"
IPR006443,"Formate dehydrogenase-N, alpha subunit"
IPR006468,"Nitrate reductase, alpha subunit"
IPR006470,"Formate dehydrogenase iron-sulphur subunit, Proteobacteria"
IPR006471,"Formate dehydrogenase, gamma subunit"
IPR006512,YidE/YbjL duplication
IPR006530,YD repeat
IPR006543,Histidinol-phosphate phosphatase
IPR006547,"Nitrate reductase, beta subunit"
IPR006549,"HAD-superfamily hydrolase,subfamily IIIA"
IPR006555,"ATP-dependent helicase, C-terminal"
IPR006597,Sel1-like repeat
IPR006638,"Elp3/MiaA/NifB-like, radical SAM core domain"
IPR006641,YqgF/RNase H-like domain
IPR006645,"NusG-like, N-terminal"
IPR006655,"Molybdopterin oxidoreductase, prokaryotic, conserved site"
IPR006656,Molybdopterin oxidoreductase
IPR006657,Molybdopterin dinucleotide-binding domain
IPR006658,Molybdopterin guanine dinucleotide-containing S/N-oxide reductase
IPR006659,Arsenate reductase
IPR006660,Arsenate reductase-like
IPR006664,"Outer membrane protein, bacterial"
IPR006665,OmpA-like domain
IPR006674,HD domain
IPR006680,Amidohydrolase-related
IPR006683,Thioesterase domain
IPR006684,Acyl-CoA thioester hydrolase YbgC/YbaW family
IPR006685,Mechanosensitive ion channel MscS
IPR006686,"Mechanosensitive ion channel MscS, conserved site"
IPR006690,"Outer membrane protein, OmpA-like, conserved site"
IPR006691,"DNA gyrase/topoisomerase IV, subunit A, C-terminal repeat"
IPR006726,Para-hydroxybenzoic acid efflux pump subunit AaeB/fusaric acid resistance protein
IPR006805,"Anthranilate synthase component I, N-terminal"
IPR006817,Lipoprotein leucine-zipper
IPR006842,"Transposase (putative), YhgA-like"
IPR006935,"Helicase/UvrB, N-terminal"
IPR006963,"Molybdopterin oxidoreductase, 4Fe-4S domain"
IPR007054,Lysis protein S
IPR007055,BON domain
IPR007059,DMSO reductase anchor subunit (DmsC)
IPR007138,Antibiotic biosynthesis monooxygenase domain
IPR007157,PspA/VIPP1
IPR007159,SpoVT-AbrB domain
IPR007197,Radical SAM
IPR007210,"ABC-type glycine betaine transport system, substrate-binding domain"
IPR007214,YbaK/aminoacyl-tRNA synthetase-associated domain
IPR007272,Sulphur transport TsuA/YedE
IPR007324,"Sugar-binding domain, putative"
IPR007337,RelB antitoxin/Antitoxin DinJ
IPR007341,Transglycosylase-associated protein
IPR007351,YjbR
IPR007392,"D-galactarate/Altronate dehydratase, second domain"
IPR007404,YdjM inner membrane
IPR007419,BFD-like [2Fe-2S]-binding domain
IPR007423,"Selenoprotein, putative"
IPR007444,"Glucan biosynthesis, periplasmic, MdoG C-terminal"
IPR007450,Outer membrane protein assembly factor BamE domain
IPR007484,Peptidase M28
IPR007492,LytTR DNA-binding domain
IPR007498,Intermembrane transport protein PqiA-like
IPR007502,Helicase-associated domain
IPR007621,TPM domain
IPR007624,RNA polymerase sigma-70 region 3
IPR007627,RNA polymerase sigma-70 region 2
IPR007630,RNA polymerase sigma-70 region 4
IPR007685,RelA/SpoT
IPR007690,Type II secretion system protein GspM
IPR007712,"Toxin-antitoxin system, RelE/ParE toxin family"
IPR007721,D-ribose pyranase RbsD/L-fucose mutarotase FucU
IPR007730,Sporulation-like domain
IPR007761,Mannitol repressor MtlR-like
IPR007812,Type II secretion system protein GspL
IPR007814,"1,2-phenylacetyl-CoA epoxidase, subunit A/C"
IPR007831,"Type II secretion system protein GspE, N-terminal"
IPR007844,AsmA
IPR007848,Methyltransferase small domain
IPR007863,"Peptidase M16, C-terminal"
IPR007895,MASE1
IPR007985,"Haemolysin expression modulating, HHA"
IPR008007,Peptidase M42
IPR008024,YiaAB two helix
IPR008136,"CinA, C-terminal"
IPR008145,Guanylate kinase/L-type calcium channel beta subunit
IPR008146,"Glutamine synthetase, catalytic domain"
IPR008147,"Glutamine synthetase, N-terminal domain"
IPR008183,Aldose 1-/Glucose-6-phosphate 1-epimerase
IPR008207,"Signal transduction histidine kinase, phosphotransfer (Hpt) domain"
IPR008250,"P-type ATPase, A domain superfamily"
IPR008254,Flavodoxin/nitric oxide synthase
IPR008255,"Pyridine nucleotide-disulphide oxidoreductase, class-II, active site"
IPR008258,Transglycosylase SLT domain 1
IPR008269,"Peptidase S16, Lon proteolytic domain"
IPR008274,"Aldehyde oxidase/xanthine dehydrogenase, first molybdopterin binding domain"
IPR008276,Concentrative nucleoside transporter
IPR008278,4'-phosphopantetheinyl transferase domain
IPR008279,"PEP-utilising enzyme, mobile domain"
IPR008284,"Molybdenum cofactor biosynthesis, conserved site"
IPR008286,"Orn/Lys/Arg decarboxylase, C-terminal"
IPR008331,Ferritin/DPS domain
IPR008332,"Methylguanine DNA methyltransferase, ribonuclease-like domain"
IPR008333,"Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain"
IPR008334,"5'-Nucleotidase, C-terminal"
IPR008490,"Transposase InsH, N-terminal"
IPR008523,Protein of unknown function DUF805
IPR008731,"Phosphotransferase system, enzyme I N-terminal"
IPR008816,Glycine zipper 2TM domain
IPR008886,Uncharacterised protein family UPF0227/Esterase YqiA
IPR008893,WGR domain
IPR008909,DALR anticodon binding
IPR008912,Uncharacterised protein family CoxE-like
IPR008914,Phosphatidylethanolamine-binding protein
IPR008918,"Helix-hairpin-helix motif, class 2"
IPR008920,"Transcription regulator FadR/GntR, C-terminal"
IPR008921,"DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal"
IPR008926,"Ribonucleotide reductase R1 subunit, N-terminal"
IPR008927,"6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily"
IPR008928,Six-hairpin glycosidase superfamily
IPR008930,Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid
IPR008939,"Lytic transglycosylase, superhelical U-shaped"
IPR008948,L-Aspartase-like
IPR008949,Isoprenoid synthase domain superfamily
IPR008962,PapD-like superfamily
IPR008966,Adhesion domain superfamily
IPR008969,"Carboxypeptidase-like, regulatory domain superfamily"
IPR008971,HSP40/DnaJ peptide-binding
IPR008972,Cupredoxin
IPR008978,HSP20-like chaperone
IPR008979,Galactose-binding-like domain superfamily
IPR008988,"Transcriptional repressor, C-terminal"
IPR008991,Translation protein SH3-like domain superfamily
IPR008995,"Molybdate/tungstate binding, C-terminal"
IPR009000,"Translation protein, beta-barrel domain superfamily"
IPR009001,"Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal"
IPR009003,"Peptidase S1, PA clan"
IPR009006,"Alanine racemase/group IV decarboxylase, C-terminal"
IPR009008,"Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain"
IPR009010,Aspartate decarboxylase-like domain superfamily
IPR009014,Transketolase C-terminal/Pyruvate-ferredoxin oxidoreductase domain II
IPR009015,"L-fucose isomerase, N-terminal/central domain superfamily"
IPR009019,"K homology domain superfamily, prokaryotic type"
IPR009040,Ferritin-like diiron domain
IPR009042,RNA polymerase sigma-70 region 1.2
IPR009045,"Peptidase M74/Hedgehog-like, zinc-binding domain superfamily"
IPR009050,Globin-like superfamily
IPR009051,Alpha-helical ferredoxin
IPR009057,Homedomain-like superfamily
IPR009060,UBA-like superfamily
IPR009061,Putative DNA-binding domain superfamily
IPR009075,"Acyl-CoA dehydrogenase/oxidase, C-terminal"
IPR009078,Ferritin-like superfamily
IPR009080,"Aminoacyl-tRNA synthetase, class Ia, anticodon-binding"
IPR009081,Phosphopantetheine binding ACP domain
IPR009094,"Disulphide bond isomerase DsbC/G, N-terminal domain superfamily"
IPR009100,"Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily"
IPR009154,Membrane-bound tetrahaem cytochrome TorC/YecK
IPR009253,Protein of unknown function DUF905
IPR009320,Antitoxin CbeA
IPR009329,Protein of unknown function DUF987
IPR009331,Oligogalacturonate-specific porin
IPR009476,Protein of unknown function DUF1097
IPR009499,Oxamate carbamoyltransferase subunit AllG-like
IPR009576,Biofilm formation YgiB
IPR009610,CbtA toxin of type IV toxin-antitoxin system
IPR009677,Protein of unknown function DUF1266
IPR009742,Curlin associated
IPR009821,Protein of unknown function DUF1391
IPR009833,Uncharacterised protein DUF1398
IPR009875,PilZ domain
IPR009954,Protein of unknown function DUF1482
IPR010005,Formate hydrogenlyase maturation HycH
IPR010020,"Integral membrane protein, YccS/YhfK"
IPR010045,Phosphopentomutase
IPR010065,"Amino acid ABC transporter, permease protein, 3-TM domain"
IPR010086,"Flavodoxin, long chain"
IPR010098,"Glycyl radical enzyme, PFL2/glycerol dehydratase family"
IPR010105,TonB-dependent siderophore receptor
IPR010106,Recombination-promoting nuclease RpnA
IPR010107,Glutamate decarboxylase
IPR010131,Multidrug resistance outer membrane protein MdtP/Nodulation protein T-like
IPR010226,"NADH-quinone oxidoreductase, chain I"
IPR010279,Inner membrane protein YqjD/ElaB
IPR010280,(Uracil-5)-methyltransferase family
IPR010287,"Protein of unknown function DUF892, YciF-like"
IPR010305,Lipoprotein YgdI/YgdR-like
IPR010344,Exopolysaccharide biosynthesis protein YbjH
IPR010346,"Spanin, outer membrane subunit"
IPR010352,Protein of unknown function DUF945
IPR010425,"Capsule biosynthesis GfcC-like, C-terminal"
IPR010486,HNS-dependent expression A/B
IPR010499,"Bacterial transcription activator, effector binding"
IPR010546,Protein of unknown function DUF1120
IPR010559,"Signal transduction histidine kinase, internal region"
IPR010583,MltA-interacting MipA
IPR010614,"RAD3-like helicase, DEAD"
IPR010663,"Zinc finger, FPG/IleRS-type"
IPR010722,Biotin and thiamin synthesis-associated domain
IPR010723,"HemN, C-terminal"
IPR010749,YfeC-like
IPR010780,Protein of unknown function DUF1375
IPR010827,"POTRA domain, BamA/TamA-like"
IPR010854,YdgH/BhsA/McbA-like domain
IPR010906,"Bacteriophage lambda, Nu1, terminase small subunit"
IPR010916,"TonB box, conserved site"
IPR010917,"TonB-dependent receptor, conserved site"
IPR010918,"PurM-like, C-terminal domain"
IPR010920,LSM domain superfamily
IPR010921,Trp repressor/replication initiator
IPR010930,"Flagellar basal-body/hook protein, C-terminal domain"
IPR010970,"Cysteine desulfurase, SufS"
IPR010971,Ubiquinone biosynthesis hydroxylase UbiH/COQ6
IPR010976,Beta-phosphoglucomutase hydrolase
IPR010978,"Class I and II aminoacyl-tRNA synthetase, tRNA-binding arm"
IPR010979,"Small ribosomal subunit protein uS13-like, H2TH"
IPR010982,"Lambda repressor-like, DNA-binding domain superfamily"
IPR010985,Ribbon-helix-helix
IPR010987,"Glutathione S-transferase, C-terminal-like"
IPR010992,Integration host factor (IHF)-like DNA-binding domain superfamily
IPR010994,RuvA domain 2-like
IPR010997,HRDC-like superfamily
IPR010998,"Integrase/recombinase, N-terminal"
IPR011004,Trimeric LpxA-like superfamily
IPR011005,Dihydropteroate synthase-like superfamily
IPR011006,CheY-like superfamily
IPR011008,Dimeric alpha-beta barrel
IPR011009,Protein kinase-like domain superfamily
IPR011010,"DNA breaking-rejoining enzyme, catalytic core"
IPR011013,Galactose mutarotase-like domain superfamily
IPR011014,"Mechanosensitive ion channel MscS, transmembrane-2"
IPR011032,GroES-like superfamily
IPR011034,"Formyl transferase-like, C-terminal domain superfamily"
IPR011035,"Large ribosomal subunit protein bL25/Gln-tRNA synthetase, anti-codon-binding domain superfamily"
IPR011037,"Pyruvate kinase-like, insert domain superfamily"
IPR011042,"Six-bladed beta-propeller, TolB-like"
IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily
IPR011050,Pectin lyase fold/virulence factor
IPR011051,RmlC-like cupin domain superfamily
IPR011053,Single hybrid motif
IPR011054,Rudiment single hybrid motif
IPR011055,Duplicated hybrid motif
IPR011059,"Metal-dependent hydrolase, composite domain superfamily"
IPR011060,Ribulose-phosphate binding barrel
IPR011063,"tRNA(Ile)-lysidine/2-thiocytidine synthase, N-terminal"
IPR011066,"Mechanosensitive ion channel MscS, C-terminal domain superfamily"
IPR011067,Plasmid maintenance toxin/Cell growth inhibitor
IPR011075,"Tetracyclin repressor-like, C-terminal domain"
IPR011076,Malate synthase superfamily
IPR011079,"Alanine racemase, C-terminal"
IPR011083,Phage tail collar domain
IPR011095,"D-alanine--D-alanine ligase, C-terminal"
IPR011127,"D-alanine--D-alanine ligase, N-terminal domain"
IPR011129,Cold-shock domain
IPR011147,"Bifunctional aspartokinase/homoserine dehydrogenase, homoserine dehydrogenase domain"
IPR011167,Iron-dependent fumarate hydratase
IPR011193,Ornithine/lysine/arginine decarboxylase
IPR011223,Uncharacterised conserved protein UCP028770
IPR011234,"Fumarylacetoacetase-like, C-terminal"
IPR011249,"Metalloenzyme, LuxS/M16 peptidase-like"
IPR011250,"Outer membrane protein/outer membrane enzyme PagP, beta-barrel"
IPR011251,Luciferase-like domain
IPR011256,"Regulatory factor, effector binding domain superfamily"
IPR011257,DNA glycosylase
IPR011288,"D-tagatose-bisphosphate aldolase, class II, subunit KbaY/GatY"
IPR011322,"Nitrogen regulatory PII-like, alpha/beta"
IPR011330,"Glycoside hydrolase/deacetylase, beta/alpha-barrel"
IPR011332,Zinc-binding ribosomal protein
IPR011335,Restriction endonuclease type II-like
IPR011356,"Peptidase M17, leucine aminopeptidase/peptidase B"
IPR011527,"ABC transporter type 1, transmembrane domain"
IPR011538,"NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain"
IPR011545,DEAD/DEAH-box helicase domain
IPR011577,"Cytochrome b561, bacterial/Ni-hydrogenase"
IPR011604,PD-(D/E)XK endonuclease-like domain superfamily
IPR011607,Methylglyoxal synthase-like domain
IPR011608,PRD domain
IPR011611,Carbohydrate kinase PfkB
IPR011620,"Signal transduction histidine kinase, 5TM receptor LytS, transmembrane region"
IPR011625,"Alpha-2-macroglobulin, bait region domain"
IPR011629,"Zinc chaperone CobW-like, C-terminal"
IPR011642,"Nucleoside transporter/FeoB GTPase, Gate domain"
IPR011650,"Peptidase M20, dimerisation domain"
IPR011657,Concentrative nucleoside transporter C-terminal domain
IPR011659,WD40-like beta-propeller
IPR011662,"Secretin/TonB, short N-terminal domain"
IPR011663,UbiC transcription regulator-associated
IPR011701,Major facilitator superfamily
IPR011704,"ATPase, dynein-related, AAA domain"
IPR011706,"Multicopper oxidase, C-terminal"
IPR011707,"Multicopper oxidase-like, N-terminal"
IPR011711,"GntR, C-terminal"
IPR011712,"Signal transduction histidine kinase, subgroup 3, dimerisation and phosphoacceptor domain"
IPR011761,ATP-grasp fold
IPR011765,"Peptidase M16, N-terminal"
IPR011766,"Thiamine pyrophosphate enzyme, TPP-binding"
IPR011767,Glutaredoxin active site
IPR011782,"Peptidase S1C, Do"
IPR011833,Glycogen/starch/alpha-glucan phosphorylase
IPR011856,tRNA endonuclease-like domain superfamily
IPR011888,"Anaerobic dimethyl sulphoxide reductase, subunit A, DmsA/YnfE"
IPR011920,Lipid A biosynthesis lauroyl/palmitoleoyl acyltransferase
IPR011925,Lipoprotein-releasing system transmembrane protein LolC/E
IPR011978,YgfB-like
IPR011990,Tetratricopeptide-like helical domain superfamily
IPR011991,ArsR-like helix-turn-helix domain
IPR012000,"Thiamine pyrophosphate enzyme, central domain"
IPR012001,"Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain"
IPR012062,"D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ-like"
IPR012093,Pirin
IPR012156,"Cold shock, CspA"
IPR012206,"Ferredoxin-like, FixX"
IPR012255,"Electron transfer flavoprotein, beta subunit"
IPR012280,"Semialdehyde dehydrogenase, dimerisation domain"
IPR012292,Globin/Protoglobin
IPR012301,"Malic enzyme, N-terminal domain"
IPR012302,"Malic enzyme, NAD-binding"
IPR012318,Crp-type HTH domain
IPR012319,"Formamidopyrimidine-DNA glycosylase, catalytic domain"
IPR012332,"Autotransporter, pectate lyase C-like domain superfamily"
IPR012334,Pectin lyase fold
IPR012336,Thioredoxin-like fold
IPR012337,Ribonuclease H-like superfamily
IPR012338,Beta-lactamase/transpeptidase-like
IPR012340,"Nucleic acid-binding, OB-fold"
IPR012341,Six-hairpin glycosidase-like superfamily
IPR012347,Ferritin-like
IPR012348,Ribonucleotide reductase-like
IPR012349,FMN-binding split barrel
IPR012381,"Ethanolamine/propanediol utilisation protein, EutP/PduV"
IPR012451,Protein of unknown function DUF1656
IPR012549,"Phosphoethanolamine transferase, N-terminal"
IPR012556,Entericidin A/B
IPR012563,Gns
IPR012674,Calycin
IPR012675,Beta-grasp domain superfamily
IPR012676,TGS-like
IPR012677,Nucleotide-binding alpha-beta plait domain superfamily
IPR012839,Organic radical enzyme activase
IPR012846,"Acetolactate synthase, large subunit, biosynthetic"
IPR012893,"HipA-like, C-terminal"
IPR012899,LTXXQ motif family protein
IPR012902,Prokaryotic N-terminal methylation site
IPR012907,"Peptidase S11, D-Ala-D-Ala carboxypeptidase A, C-terminal"
IPR012910,"TonB-dependent receptor, plug domain"
IPR012947,"Threonyl/alanyl tRNA synthetase, SAD"
IPR012994,Membrane bound YbgT-like
IPR012999,"Pyridine nucleotide-disulphide oxidoreductase, class I, active site"
IPR013011,"Phosphotransferase system, EIIB component, type 2"
IPR013013,"Phosphotransferase system, EIIC component, type 1"
IPR013014,"Phosphotransferase system, EIIC component, type 2"
IPR013022,"Xylose isomerase-like, TIM barrel domain"
IPR013024,Gamma-glutamyl cyclotransferase-like
IPR013059,Tryptophan/tyrosine transporter
IPR013061,"Tryptophan/tryrosine permease, conserved site"
IPR013078,"Histidine phosphatase superfamily, clade-1"
IPR013096,"Cupin 2, conserved barrel"
IPR013108,Amidohydrolase 3
IPR013114,"Beta-hydroxydecanoyl thiol ester dehydrase, FabA/FabZ"
IPR013118,"Mannitol dehydrogenase, C-terminal"
IPR013123,"RNA 2-O ribose methyltransferase, substrate binding"
IPR013126,Heat shock protein 70 family
IPR013131,"Mannitol dehydrogenase, N-terminal"
IPR013149,"Alcohol dehydrogenase-like, C-terminal"
IPR013154,"Alcohol dehydrogenase-like, N-terminal"
IPR013155,"Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding"
IPR013185,"Translation elongation factor, KOW-like"
IPR013196,"Helix-turn-helix, type 11"
IPR013216,Methyltransferase type 11
IPR013217,Methyltransferase type 12
IPR013221,"Mur ligase, central"
IPR013223,"Ribonuclease B, N-terminal OB domain"
IPR013249,"RNA polymerase sigma factor 70, region 4 type 2"
IPR013317,"Chromosomal replication initiator protein DnaA, ATPAse domain"
IPR013321,Arc-type ribbon-helix-helix
IPR013324,"RNA polymerase sigma factor, region 3/4-like"
IPR013325,"RNA polymerase sigma factor, region 2"
IPR013328,"6-phosphogluconate dehydrogenase, domain 2"
IPR013341,"Mandelate racemase/muconate lactonizing enzyme, N-terminal domain"
IPR013342,"Mandelate racemase/muconate lactonizing enzyme, C-terminal"
IPR013346,"Ribonucleotide reductase, class I, alpha subunit, C-terminal"
IPR013425,Autotransporter-associated beta strand repeat
IPR013430,"Toxin-antitoxin system, antidote protein, HigA"
IPR013497,"DNA topoisomerase, type IA, central"
IPR013498,"DNA topoisomerase, type IA, zn finger"
IPR013506,"DNA topoisomerase, type IIA, subunit B, domain 2"
IPR013509,"Ribonucleotide reductase large subunit, N-terminal"
IPR013520,Ribonuclease H-like domain
IPR013525,"ABC-2 type transporter, transmembrane domain"
IPR013546,PII-uridylyltransferase/Glutamine-synthetase adenylyltransferase
IPR013563,"Oligopeptide/dipeptide ABC transporter, C-terminal"
IPR013572,"Transcription regulator MAATS, C-terminal"
IPR013611,"Transport-associated OB, type 2"
IPR013645,"Glycosyl transferase, family 8, C-terminal"
IPR013655,PAS fold-3
IPR013656,PAS fold-4
IPR013708,"Shikimate dehydrogenase substrate binding, N-terminal"
IPR013731,"Opacity-associated protein A-like, N-terminal"
IPR013740,Redoxin
IPR013749,Pyridoxamine kinase/Phosphomethylpyrimidine kinase
IPR013750,"GHMP kinase, C-terminal domain"
IPR013757,"DNA topoisomerase, type IIA, alpha-helical domain superfamily"
IPR013758,"DNA topoisomerase, type IIA, domain A, alpha-beta"
IPR013759,"DNA topoisomerase, type IIA, subunit B, C-terminal"
IPR013760,"DNA topoisomerase, type IIA-like domain superfamily"
IPR013762,"Integrase-like, catalytic domain superfamily"
IPR013766,Thioredoxin domain
IPR013767,PAS fold
IPR013780,"Glycosyl hydrolase, all-beta"
IPR013783,Immunoglobulin-like fold
IPR013785,Aldolase-type TIM barrel
IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal"
IPR013792,"RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta"
IPR013793,"Porin, Gram-negative type, conserved site"
IPR013815,"ATP-grasp fold, subdomain 1"
IPR013822,"Signal recognition particle SRP54, helical bundle"
IPR013824,"DNA topoisomerase, type IA, central region, subdomain 1"
IPR013825,"DNA topoisomerase, type IA, central region, subdomain 2"
IPR013826,"DNA topoisomerase, type IA, central region, subdomain 3"
IPR013839,"NAD-dependent DNA ligase, adenylation"
IPR013840,"NAD-dependent DNA ligase, N-terminal"
